ORGANIZATION,NODE_NAME,LATITUDE,LONGITUDE,CITY,STATE,COUNTRY,SOURCE,ASOF_DATE
"NJFX, LLC",NJFX,40.7004213654,-74.1700053321,Newark,New Jersey,US,PeeringDB,2024-05-23
LightWave Networks,LightWave Networks,42.3299601431,-71.0700136736,Boston,Massachusetts,US,PeeringDB,2024-05-23
Maxiweb Internet Provider,Maxiweb Internet Provider,-23.1999934705,-46.8799914974,Jundiaí,São Paulo,BR,PeeringDB,2024-05-23
Axarnet Comunicaciones S.L.,Plexval Datacenter,39.4850175161,-0.40001204569,Valencia,Comunidad Valenciana,ES,PeeringDB,2024-05-23
Cirrus9 Inc,Cirrus9,45.2670418488,-66.0766750505,Saint John,New Brunswick,CA,PeeringDB,2024-05-23
LightEdge Solutions,LightEdge Austin 1 (AUS1),30.2669496857,-97.7427783628,Austin,Texas,US,PeeringDB,2024-05-23
LightEdge Solutions,LightEdge Austin 2 (AUS2),30.2669496857,-97.7427783628,Austin,Texas,US,PeeringDB,2024-05-23
LightEdge Solutions,LightEdge Raleigh (RDU1),35.8187813507,-78.6446934425,Raleigh,North Carolina,US,PeeringDB,2024-05-23
CobraNET SRL,CobraNET Arad,46.1700099885,21.3199800198,Arad,Arad,RO,PeeringDB,2024-05-23
CobraNET SRL,CobraNET Main Datacenter,46.1700099885,21.3199800198,Arad,Arad,RO,PeeringDB,2024-05-23
EXA Infrastructure,EXA Datacenter Geneva,46.2100075471,6.14002803409,Geneva,Genève,CH,PeeringDB,2024-05-23
S.C. TIER S.R.L,Tier Datacenter,44.326272399,23.8258735745,Craiova,Dolj,RO,PeeringDB,2024-05-23
Compania de Informatica Aplicata,Compania de Informatica Aplicata,46.7884218537,23.598445596,Cluj-Napoca,Cluj,RO,PeeringDB,2024-05-23
Arikinet Internet Ltda - EPP,Virtual Ariki Tecnologia,-23.9537239335,-46.3329426565,Santos,São Paulo,BR,PeeringDB,2024-05-23
Universitatea Politehnica Timisoara,Universitatea Politehnica Timisoara,45.7588206167,21.2234484443,Timișoara,Timis,RO,PeeringDB,2024-05-23
Open Hub Med Scarl,Open Hub Med,38.1250230093,13.3500272203,Palermo,Sicily,IT,PeeringDB,2024-05-23
Top Telecom,Top Telecom,47.1683469839,27.5749470609,Iași,Iasi,RO,PeeringDB,2024-05-23
2degrees,2degrees Auckland - Queen St,-36.8480548949,174.763026987,Auckland,Auckland,NZ,PeeringDB,2024-05-23
Indectron Limited,"Indectron GCR1 - Gloucester, Shield House",51.3837485953,-2.35002221822,Bath,Bath and North East Somerset,GB,PeeringDB,2024-05-23
Ufinet Panamá S.A.,Ufinet Panamá - Urbanización Obarrio,8.96801719048,-79.5330371518,Panama City,Panama,PA,PeeringDB,2024-05-23
Navigata Communications Ltd.,Navigata Communications Toronto,43.6999798778,-79.4200207944,Toronto,Ontario,CA,PeeringDB,2024-05-23
Asre Pardazeshe Ettelaate Amin Institute,Amin IDC,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
AFTAB NAGAR ONLINE SERVICE (ANOS),ANOS Dhaka,23.7230597117,90.4085794667,Dhaka,Dhaka,BD,PeeringDB,2024-05-23
H5 Data Centers,H5 Data Centers San Antonio,29.4873331899,-98.5073053404,San Antonio,Texas,US,PeeringDB,2024-05-23
Digital Realty,Digital Realty Sydney SYD11,-33.5995137342,150.739987345,Richmond,New South Wales,AU,PeeringDB,2024-05-23
Aztelekom,Aztelekom Datacenter,40.3952720327,49.8622171619,Baku,Baki,AZ,PeeringDB,2024-05-23
"RECONN. Operator Svyazi, LLC",SPACE-IX,55.7521641226,37.6155228259,Moscow,Moskva,RU,PeeringDB,2024-05-23
ModernOne Data Solutions Sdn. Bhd.,ModernOne Data Solutions Sdn. Bhd.,2.91401979462,101.70194698,Putrajaya,Selangor,MY,PeeringDB,2024-05-23
Aspectra AG,aspectra Zürich,47.3799878124,8.55001013046,Zürich,Zürich,CH,PeeringDB,2024-05-23
Coloblox Data Centers Inc,Coloblox Data Centers ATL3,33.830013854,-84.3999493833,Atlanta,Georgia,US,PeeringDB,2024-05-23
Eurofiber,Dataplace Brabant,51.6833371427,5.31666048481,''s-Hertogenbosch,Noord-Brabant,NL,PeeringDB,2024-05-23
Eurofiber,Dataplace Utrecht,52.1003456819,5.12003861351,Utrecht,Utrecht,NL,PeeringDB,2024-05-23
Eurofiber,Dataplace Arnhem,51.9879960345,5.92299956246,Arnhem,Gelderland,NL,PeeringDB,2024-05-23
EdgeConneX Inc.,EdgeConneX Warsaw (EDCWAW01),52.2500006298,20.9999995511,Warsaw,Masovian,PL,PeeringDB,2024-05-23
Conapto AB,Conapto Stockholm Syd (Sätra),59.3507599543,18.0973347328,Stockholm,Stockholm,SE,PeeringDB,2024-05-23
Conapto AB,Conapto Stockholm Nord (Sollentuna),59.3507599543,18.0973347328,Stockholm,Stockholm,SE,PeeringDB,2024-05-23
InterConnX Realty,InterConnX Realty,29.8199743846,-95.3399792905,Houston,Texas,US,PeeringDB,2024-05-23
Broadbased Communications Limited,Broadbased Communications,6.44326165348,3.39153107121,Lagos,Lagos,NG,PeeringDB,2024-05-23
New York Internet,NYI NY2 (60 Hudson Street),40.749979064,-73.9800169288,New York,New York,US,PeeringDB,2024-05-23
365 Data Centers,365 Data Centers Bridgewater (BW1),40.2169625031,-74.7433553484,Trenton,New Jersey,US,PeeringDB,2024-05-23
AXA Versicherungen AG,AXA Data Center,47.3799878124,8.55001013046,Zürich,Zürich,CH,PeeringDB,2024-05-23
"COPT DATA MANAGEMENT, LLC",COPT DC-6,38.8204327586,-77.0999815284,Alexandria,Virginia,US,PeeringDB,2024-05-23
TELNET - SERVIÇOS EM TELECOMUNICAÇÕES LTDA,PoP - telnet - CGE,-7.23001218784,-35.8800169286,Campina Grande,Paraíba,BR,PeeringDB,2024-05-23
Stack Infrastructure,Stack Infrastructure Silicon Valley SVY01,37.2999829295,-121.849989056,San Jose,California,US,PeeringDB,2024-05-23
Zipnet Limited,ZIP NET LIMITED,23.7230597117,90.4085794667,Dhaka,Dhaka,BD,PeeringDB,2024-05-23
Levira AS,Tallinn TV Tower,59.4338773795,24.7280407295,Tallinn,Harju,EE,PeeringDB,2024-05-23
Future Net Solution,Future Net Solution,23.7230597117,90.4085794667,Dhaka,Dhaka,BD,PeeringDB,2024-05-23
"Citynet Marcin Sobala, Piotr Misiuda",Citynet Facility,50.0704695832,22.0000418688,Rzeszów,Subcarpathian,PL,PeeringDB,2024-05-23
"HUB Advanced Networks, LLC",HUB787 Data Center,18.4400230092,-66.1299792904,San Juan,,PR,PeeringDB,2024-05-23
moji,moji1,48.8666929312,2.33333532574,Paris,Île-de-France,FR,PeeringDB,2024-05-23
BalaLink S.A.U,IslaLink FSL,39.4850175161,-0.40001204569,Valencia,Comunidad Valenciana,ES,PeeringDB,2024-05-23
NetAccess Systems Inc,NetAccess Hamilton HAM02,43.2499815054,-79.82999577,Hamilton,Ontario,CA,PeeringDB,2024-05-23
VSX Networks,VSX - Maringá - PIX IX-MGF,-23.4095414034,-51.9299674902,Maringá,Paraná,BR,PeeringDB,2024-05-23
Sakura Internet Ltd.,SAKURAHOST DC-1,25.0358333333,121.568333333,Taipei,Taipei City,TW,PeeringDB,2024-05-23
Business System Telecom,BSTelecom,55.7521641226,37.6155228259,Moscow,Moskva,RU,PeeringDB,2024-05-23
PT. NTT Indonesia,NTT Indonesia Jakarta 2,-6.17441770541,106.829437621,Jakarta,Jakarta Raya,ID,PeeringDB,2024-05-23
NetPoint Ltd.,NetPoint DC,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
XConnect Data Centers Private Limited,XConnect Amaravati IDC,16.5199593292,80.6300032134,Vijayawada,Andhra Pradesh,IN,PeeringDB,2024-05-23
eStruxture Data Centers Inc.,eStruxture VAN-2,49.2734165841,-123.121644218,Vancouver,British Columbia,CA,PeeringDB,2024-05-23
WICORP SA,Nubenet,-32.9511295382,-60.6663076188,Rosario,Santa Fe,AR,PeeringDB,2024-05-23
Web4U s.r.o.,"České Radikomunikace, a.s.",50.0833370149,14.4659797757,Prague,Prague,CZ,PeeringDB,2024-05-23
"Encompass Digital Media, Inc.",Encompass New York 60 Hudson,40.749979064,-73.9800169288,New York,New York,US,PeeringDB,2024-05-23
"Encompass Digital Media, Inc.",Encompass New York 111 8th Ave,40.749979064,-73.9800169288,New York,New York,US,PeeringDB,2024-05-23
Christie Systems Services,Christie Systems DC1,-27.4550309054,153.035092732,Brisbane,Queensland,AU,PeeringDB,2024-05-23
Vietnam Internet Network Information Center,VNIX-HN,21.0333272491,105.8500142,Hanoi,Thái Nguyên,VN,PeeringDB,2024-05-23
Vietnam Internet Network Information Center,VNIX-HCM,21.0333272491,105.8500142,Hanoi,Thái Nguyên,VN,PeeringDB,2024-05-23
Vietnam Internet Network Information Center,VNIX-DN,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
MINUTES4ALL TELECOMUNICAÇÕES LTDA,Minutes4all Telecomunicações Ltda,-23.558679587,-46.6250199804,São Paulo,São Paulo,BR,PeeringDB,2024-05-23
PAIX Data Centres,PAIX Abidjan,5.31999696749,-4.04004825989,Abidjan,Lagunes,CI,PeeringDB,2024-05-23
Cirion,Cirion Lima - LIM1,-12.0480126761,-77.0500620948,Lima,Lima,PE,PeeringDB,2024-05-23
JSC Transtelecom Kazakhstan,Almaty TTC Data Center,43.3249898469,76.9150361724,Almaty,Almaty,KZ,PeeringDB,2024-05-23
Nova Rede de Telecomunicações Ltda,Nova Rede de Telecomunicações LTDA,-19.9150260225,-43.9150045182,Belo Horizonte,Minas Gerais,BR,PeeringDB,2024-05-23
Hexatom S.A.R.L.,Hexatom Sophia Antipolis,43.7150177196,7.26502396509,Nice,Provence-Alpes-Côte-d''Azur,FR,PeeringDB,2024-05-23
GREEN DATA SAS,Green Data - Nanterre,48.8004695832,2.13334753277,Versailles,Île-de-France,FR,PeeringDB,2024-05-23
"Element Critical, LLC",Element Critical Chicago CH2,41.8299906607,-87.7500549741,Chicago,Illinois,US,PeeringDB,2024-05-23
"Element Critical, LLC",Element Critical Northern Virginia VA1,38.8204327586,-77.0999815284,Alexandria,Virginia,US,PeeringDB,2024-05-23
Lancom Ltd,Lancom Athens DC,37.9833262319,23.7333210843,Athens,Attiki,GR,PeeringDB,2024-05-23
Lancom Ltd,Lancom Thessaloniki DC,40.6961063833,22.8850007718,Thessaloniki,Kentriki Makedonia,GR,PeeringDB,2024-05-23
IBM Corporation,IBM Auckland,-36.9999702216,174.884970834,Manukau,Auckland,NZ,PeeringDB,2024-05-23
DNA Oyj,DNA Lauttasaari,60.175563374,24.9341263415,Helsinki,Southern Finland,FI,PeeringDB,2024-05-23
HL komm Telekommunikations GmbH,Colocation Leipzig Mitte (ZNK) - PŸUR Business,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
EXA Infrastructure,EXA Edge DC Dresden,51.0499705191,13.7500028063,Dresden,Sachsen,DE,PeeringDB,2024-05-23
Upgrade Estate,Woluwedal 102,50.8333170767,4.3333166083,Brussels,Brussels,BE,PeeringDB,2024-05-23
"Involta, LLC","Involta Boise,ID-2",43.6085901073,-116.22748987,Boise,Idaho,US,PeeringDB,2024-05-23
KazNIC Organization,KazNIC,50.4349951366,80.2750378,Semey,East Kazakhstan,KZ,PeeringDB,2024-05-23
"Involta, LLC","Involta Duluth,MN-1",46.7833317251,-92.1063782163,Duluth,Minnesota,US,PeeringDB,2024-05-23
"True Internet Data Center, Thailand","True IDC - East Bangna, Thailand",13.6069071645,100.611470906,Samut Prakan,Samut Prakan,TH,PeeringDB,2024-05-23
"True Internet Data Center, Thailand","True IDC - Midtown Pattanakarn, Thailand",13.7499992055,100.516644652,Bangkok,Bangkok Metropolis,TH,PeeringDB,2024-05-23
"True Internet Data Center, Thailand","True IDC - Midtown Ratchada, Thailand",13.7499992055,100.516644652,Bangkok,Bangkok Metropolis,TH,PeeringDB,2024-05-23
"True Internet Data Center, Thailand","True IDC - North Muang Thong, Thailand",13.8336891876,100.483313353,Nonthaburi,Nonthaburi,TH,PeeringDB,2024-05-23
OPEN IT SOLUTIONS EIRELI,Open IT Group,-23.1999934705,-46.8799914974,Jundiaí,São Paulo,BR,PeeringDB,2024-05-23
Cloudpath LLC,Cloudpath CT1 (26 Fahey St),41.0533455598,-73.5391911231,Stamford,Connecticut,US,PeeringDB,2024-05-23
365 Data Centers,365 Data Centers Herndon (VA1),38.8204327586,-77.0999815284,Alexandria,Virginia,US,PeeringDB,2024-05-23
Iron Mountain Data Centers,Iron Mountain Data Center - Boston (BOS-1),42.2704288931,-71.8000207943,Worcester,Massachusetts,US,PeeringDB,2024-05-23
Iron Mountain Data Centers,Iron Mountain Data Center - Western Pennsylvania (WPA-1),40.7519427684,-80.3194232602,Beaver Falls,Pennsylvania,US,PeeringDB,2024-05-23
Iron Mountain Data Centers,Iron Mountain Data Center - Kansas City (KCM-1),39.091113911,-94.4152812111,Independence,Missouri,US,PeeringDB,2024-05-23
Iron Mountain Data Centers,Iron Mountain Data Center - Manassas (VA-2),38.8204327586,-77.0999815284,Alexandria,Virginia,US,PeeringDB,2024-05-23
Iron Mountain Data Centers,Iron Mountain Data Center - Phoenix (AZP-2),33.5399798778,-112.069991701,Phoenix,Arizona,US,PeeringDB,2024-05-23
Iron Mountain Data Centers,Iron Mountain Data Center - London (LON-1),51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,PeeringDB,2024-05-23
Iron Mountain Data Centers,Iron Mountain Data Center - Singapore (SIN-1),1.29303346649,103.855820678,Singapore,,SG,PeeringDB,2024-05-23
South Front Networks,SFN MN-Albert Lea,43.6477866812,-93.3687042661,Albert Lea,Minnesota,US,PeeringDB,2024-05-23
City Online services Limited,"City Online Services Ltd , Bengaluru",12.9699951365,77.5600097238,Bangalore,Karnataka,IN,PeeringDB,2024-05-23
City Online services Limited,"City Online Services Ltd, Vijayawada",16.5199593292,80.6300032134,Vijayawada,Andhra Pradesh,IN,PeeringDB,2024-05-23
City Online services Limited,"City Online Servces Ltd , Visakhapatnam",17.7300146677,83.3049820546,Vishakhapatnam,Andhra Pradesh,IN,PeeringDB,2024-05-23
itself s.r.o.,itself TH Brno,49.2003934927,16.609983275,Brno,Kraj Vysocina,CZ,PeeringDB,2024-05-23
itself s.r.o.,itself TH Ivančice,49.2003934927,16.609983275,Brno,Kraj Vysocina,CZ,PeeringDB,2024-05-23
NeoGrid Datacenter S.A.,Neogrid Datacenter Joinville,-26.3199580701,-48.8399493831,Joinville,Santa Catarina,BR,PeeringDB,2024-05-23
Advantage Computers Ltd,Advantage | S5 Datacentre,-40.3526910387,175.607210771,Palmerston North,Manawatu-Wanganui,NZ,PeeringDB,2024-05-23
DataZone BVBA,Hasselt DC1,50.9640031748,5.483997561,Hasselt,Limburg,BE,PeeringDB,2024-05-23
Rechenzentrum Winterthur GmbH,Rechenzentrum Winterthur,47.3799878124,8.55001013046,Zürich,Zürich,CH,PeeringDB,2024-05-23
H5 Data Centers,H5 Data Centers Quincy,47.4236285595,-120.309023684,Wenatchee,Washington,US,PeeringDB,2024-05-23
H5 Data Centers,H5 Data Centers Cincinnati,39.0840084015,-84.5085990822,Covington,Kentucky,US,PeeringDB,2024-05-23
Promo.iT SRL,Promo.iT Srl,45.70040041,9.66999344752,Bergamo,Lombardia,IT,PeeringDB,2024-05-23
Comunicatii Starnet Media SRL,Starnet Media Cluj-Napoca,46.7884218537,23.598445596,Cluj-Napoca,Cluj,RO,PeeringDB,2024-05-23
Telehouse - Global Data Centers,Telehouse - Beijing BDA,39.9288922313,116.388285684,Beijing,Beijing,CN,PeeringDB,2024-05-23
Telehouse - Global Data Centers,Telehouse - Beijing BEZ,39.9288922313,116.388285684,Beijing,Beijing,CN,PeeringDB,2024-05-23
Telehouse - Global Data Centers,Telehouse - Shanghai Jinqiao,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
Telehouse - Global Data Centers,Telehouse - Shanghai Zhangjiang,31.2164524526,121.436504678,Shanghai,Shanghai,CN,PeeringDB,2024-05-23
S3 Company Ltd.,S3 Company Ltd.,42.6833494253,23.3166540107,Sofia,Grad Sofiya,BG,PeeringDB,2024-05-23
Interactive,Interactive Brisbane,-27.4550309054,153.035092732,Brisbane,Queensland,AU,PeeringDB,2024-05-23
ColoCrossing,ColoCrossing BUF1,42.8799782502,-78.8800020769,Buffalo,New York,US,PeeringDB,2024-05-23
ColoCrossing,ColoCrossing SJ1,37.2999829295,-121.849989056,San Jose,California,US,PeeringDB,2024-05-23
ColoCrossing,ColoCrossing SEA1,47.5700020539,-122.339984987,Seattle,Washington,US,PeeringDB,2024-05-23
ColoCrossing,ColoCrossing GA1,33.830013854,-84.3999493833,Atlanta,Georgia,US,PeeringDB,2024-05-23
ColoCrossing,ColoCrossing NJ1,40.7004213654,-74.1700053321,Newark,New Jersey,US,PeeringDB,2024-05-23
ColoCrossing,ColoCrossing LA1,33.9899782502,-118.179980511,Los Angeles,California,US,PeeringDB,2024-05-23
ColoCrossing,ColoCrossing DFW1,32.8200238231,-96.8400169289,Dallas,Texas,US,PeeringDB,2024-05-23
ColoCrossing,ColoCrossing CHI1,42.0483494253,-87.699954673,Evanston,Illinois,US,PeeringDB,2024-05-23
BGDS TELEKOM EOOD.,BGDS TELEKOM EOOD.,41.670439676,26.5699954821,Edirne,Edirne,TR,PeeringDB,2024-05-23
BGDS TELEKOM EOOD.,ISTANBULDC VERI MERKEZI,41.1049961538,29.0100015856,Istanbul,Istanbul,TR,PeeringDB,2024-05-23
LES.NET (1996) INC,LES.NET YWG4,49.8829874869,-97.1659918638,Winnipeg,Manitoba,CA,PeeringDB,2024-05-23
Satellite Mediaport Services Ltd.,Satellite Mediaport,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
Latitude.sh,Latitude.sh MH1,-23.558679587,-46.6250199804,São Paulo,São Paulo,BR,PeeringDB,2024-05-23
"CloudHQ, LLC",CloudHQ MCC1,38.8204327586,-77.0999815284,Alexandria,Virginia,US,PeeringDB,2024-05-23
"Peer-Point Services, LLC",Peer-Point Colocation,25.7876106964,-80.2241060808,Miami,Florida,US,PeeringDB,2024-05-23
icolo,icolo.io Nairobi One (NBO1),-1.28334674185,36.8166568591,Nairobi,Nairobi,KE,PeeringDB,2024-05-23
E-BUSINESS & RESILIENCE CENTRE S.A.,EBRC Resilience Center Luxembourg East,49.6999981113,6.33330057452,Grevenmacher,Grevenmacher,LU,PeeringDB,2024-05-23
E-BUSINESS & RESILIENCE CENTRE S.A.,EBRC Resilience Centre Luxembourg City 2,49.6116603791,6.13000280623,Luxembourg,Luxembourg,LU,PeeringDB,2024-05-23
ATI Solutions,ATI Solutions,38.8204327586,-77.0999815284,Alexandria,Virginia,US,PeeringDB,2024-05-23
The Heyburn Building,Heyburn Building,38.2250169058,-85.7487042661,Louisville,Kentucky,US,PeeringDB,2024-05-23
"Lunavi, Inc.",Lunavi - Cheyenne,41.1400069367,-104.819710736,Cheyenne,Wyoming,US,PeeringDB,2024-05-23
VeloxServ Communications Ltd,VeloxServ DC2 - Wolverhampton,52.4749739778,-1.9199967869,Birmingham,West Midlands,GB,PeeringDB,2024-05-23
Internet Thailand Company Limited,"INET-IDC2 Thai Summit Tower , Thailand",13.7499992055,100.516644652,Bangkok,Bangkok Metropolis,TH,PeeringDB,2024-05-23
South Front Networks,SFN IA-Emery,43.1540183706,-93.2008333758,Mason City,Iowa,US,PeeringDB,2024-05-23
Specialist Computer Centres PLC,SCC Fareham,50.9000313508,-1.39997684875,Southampton,Southampton,GB,PeeringDB,2024-05-23
Pulsant (Scotland) Ltd,Pulsant South London,51.4999947297,-0.11672184386,London,Westminster,GB,PeeringDB,2024-05-23
Danawa Resources Sdn Bhd,"DANAWA DC, Kuching",1.52996990855,110.329999145,Kuching,Sarawak,MY,PeeringDB,2024-05-23
Nordavind DC Sites,Nordavind Grundsetmoen,60.8200020697,11.0690015561,Hamar,Hedmark,NO,PeeringDB,2024-05-23
Nordavind DC Sites,Nordavind  Hagen,60.8200020697,11.0690015561,Hamar,Hedmark,NO,PeeringDB,2024-05-23
Nordavind DC Sites,Nordavind Heggvin,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
Nordavind DC Sites,Nordavind Grue Industry Park,59.9134860597,11.3472365136,Bærum,Akershus,NO,PeeringDB,2024-05-23
Nordavind DC Sites,Nordavind  Krabyskogen,60.8000213818,10.700008096,Gjøvik,Oppland,NO,PeeringDB,2024-05-23
Nordavind DC Sites,Nordavind Lalm,61.1332826936,10.500020303,Lillehammer,Oppland,NO,PeeringDB,2024-05-23
Nordavind DC Sites,Nordavind Plassen,61.1332826936,10.500020303,Lillehammer,Oppland,NO,PeeringDB,2024-05-23
Nordavind DC Sites,Nordavind Rudshøgda Sør,60.8000213818,10.700008096,Gjøvik,Oppland,NO,PeeringDB,2024-05-23
Nordavind DC Sites,Nodavind Slomarka,59.9134860597,11.3472365136,Bærum,Akershus,NO,PeeringDB,2024-05-23
Nordavind DC Sites,Nordavind Tronbøl,59.9134860597,11.3472365136,Bærum,Akershus,NO,PeeringDB,2024-05-23
Nordavind DC Sites,Nordavind Tylldalen,61.1332826936,10.500020303,Lillehammer,Oppland,NO,PeeringDB,2024-05-23
Nordavind DC Sites,Nordavind Åkrestrømmen,60.8200020697,11.0690015561,Hamar,Hedmark,NO,PeeringDB,2024-05-23
SystemMetrics,Endeavor Data Center,21.3068764435,-157.857997886,Honolulu,Hawaii,US,PeeringDB,2024-05-23
Telstra (International),Telstra PBS Tianjin TJCS1,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
Absolut Solutions,Absolut Solutions,44.8186454458,20.4679906806,Belgrade,Grad Beograd,RS,PeeringDB,2024-05-23
Telecom Italia Sparkle S.p.A.,Telecom Italia Sparkle Milano Data Center,45.4699751984,9.20500890976,Milan,Lombardia,IT,PeeringDB,2024-05-23
ESDS Software Solution Ltd.,ESDS Nashik,20.0004187205,73.7799820545,Nasik,Maharashtra,IN,PeeringDB,2024-05-23
ESDS Software Solution Ltd.,ESDS Mumbai,19.0169903757,72.8569892974,Mumbai,Maharashtra,IN,PeeringDB,2024-05-23
UPX TECHNOLOGIES,UPX Miami,25.8099195339,-80.1317811052,Miami Beach,Florida,US,PeeringDB,2024-05-23
"Equinix, Inc.","Equinix LD7 -  London, Slough",51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,PeeringDB,2024-05-23
AiNET,AiNET WDC8,38.8995493765,-77.0094185808,Washington DC,District of Columbia,US,PeeringDB,2024-05-23
AiNET,AiNET WDC11,38.8995493765,-77.0094185808,Washington DC,District of Columbia,US,PeeringDB,2024-05-23
AiNET,AiNET MD-300L,39.2999900503,-76.6199849871,Baltimore,Maryland,US,PeeringDB,2024-05-23
AiNET,AiNET MD-790R,39.2999900503,-76.6199849871,Baltimore,Maryland,US,PeeringDB,2024-05-23
AiNET,AiNET DC-900S,38.8995493765,-77.0094185808,Washington DC,District of Columbia,US,PeeringDB,2024-05-23
Burundi Backbone System SM,Burundi Backbone System,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
Etix Everywhere,ETIX Lille #3,50.445999109,3.93900356095,Mons,Hainaut,BE,PeeringDB,2024-05-23
ATE - Avenir Télématique,ATE #1,50.6499690949,3.08000809593,Lille,Nord-Pas-de-Calais,FR,PeeringDB,2024-05-23
Comarch SAS,Comarch France #1,50.6499690949,3.08000809593,Lille,Nord-Pas-de-Calais,FR,PeeringDB,2024-05-23
RagingWire Data Centers - NTT,RagingWire CA3 - NTT,38.5750213817,-121.470038088,Sacramento,California,US,PeeringDB,2024-05-23
RagingWire Data Centers - NTT,RagingWire TX1 - NTT,32.8200238231,-96.8400169289,Dallas,Texas,US,PeeringDB,2024-05-23
RagingWire Data Centers - NTT,RagingWire VA3 - NTT,38.8204327586,-77.0999815284,Alexandria,Virginia,US,PeeringDB,2024-05-23
RagingWire Data Centers - NTT,RagingWire VA2 - NTT,38.8204327586,-77.0999815284,Alexandria,Virginia,US,PeeringDB,2024-05-23
DODID Data Solutions Centre,DODID Data Centre,1.29303346649,103.855820678,Singapore,,SG,PeeringDB,2024-05-23
ProveNET,ProveNET - IDC-FLA - Fortaleza,-3.75001788444,-38.5799813248,Fortaleza,Ceará,BR,PeeringDB,2024-05-23
IsoFusion / Colocation Northwest,Colocation Northwest - Bellevue,47.5700020539,-122.339984987,Seattle,Washington,US,PeeringDB,2024-05-23
IsoFusion / Colocation Northwest,Colocation Northwest - Redmond,47.5700020539,-122.339984987,Seattle,Washington,US,PeeringDB,2024-05-23
IsoFusion / Colocation Northwest,Colocation Northwest - Seattle,47.5700020539,-122.339984987,Seattle,Washington,US,PeeringDB,2024-05-23
IsoFusion / Colocation Northwest,Colocation Northwest - South Hill,47.2113159374,-122.515013063,Tacoma,Washington,US,PeeringDB,2024-05-23
Government Data Center (DITT/MoIC),Government Data Center,27.4729858592,89.639014037,Thimphu,Thimphu,BT,PeeringDB,2024-05-23
Applico Digital Lab S.r.l.,Applico Data Center - Perugia,43.1103776236,12.3899824612,Perugia,Umbria,IT,PeeringDB,2024-05-23
FRAGA COMUNICACAO E MANUTENCAO DE EQUIPAMENTOS,Fraga Comunicação,-22.7400215466,-43.4699670833,Nova Iguaçu,Rio de Janeiro,BR,PeeringDB,2024-05-23
Digital Realty,Digital Realty CHI (505 N Railroad),41.8299906607,-87.7500549741,Chicago,Illinois,US,PeeringDB,2024-05-23
Cyquator Technologies,Cyquator - Vashi Datacenter,19.0169903757,72.8569892974,Mumbai,Maharashtra,IN,PeeringDB,2024-05-23
Greenhouse Datacenters B.V.,Greenhouse Datacenters DC1,52.080036844,4.26996130231,The Hague,Zuid-Holland,NL,PeeringDB,2024-05-23
Greenhouse Datacenters B.V.,Greenhouse Datacenters DC2,52.080036844,4.26996130231,The Hague,Zuid-Holland,NL,PeeringDB,2024-05-23
WNET Global Network,Wnet Telecom USA,40.749979064,-73.9800169288,New York,New York,US,PeeringDB,2024-05-23
BR.Digital,BR.Digital Recife (RCE1),-8.07564532586,-34.915605511,Recife,Pernambuco,BR,PeeringDB,2024-05-23
Datec PNG Ltd,Datec Port Moresby,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
Basefarm AS,Basefarm OSL3,NULL,NULL,NULL,NULL,NULL,PeeringDB,2024-05-23
Basefarm AS,Basefarm OSL5,59.9166902864,10.749979206,Oslo,Oslo,NO,PeeringDB,2024-05-23
Telekom Slovenije d.d,Telekom Slovenije - DC Cigaletova,46.0552883088,14.5149690335,Ljubljana,Osrednjeslovenska,SI,PeeringDB,2024-05-23
CoreSite,CoreSite - Atlanta (AT2),33.9556134227,-84.54324813,Marietta,Georgia,US,PeeringDB,2024-05-23
Adeo DC ApS,Adeo Datacenter,55.6785641904,12.5634857473,København,Hovedstaden,DK,PeeringDB,2024-05-23
"EdgeUno, Inc.",EdgeUno Datacenter Bogota Colombia (BOG4),4.59642356253,-74.0833439552,Bogota,Bogota,CO,PeeringDB,2024-05-23
Evoque Data Center Solutions,Evoque_LAX1 - Hawthorne,33.9899782502,-118.179980511,Los Angeles,California,US,PeeringDB,2024-05-23
Evoque Data Center Solutions,Evoque_LA2 - Irvine,33.6804105825,-117.829950197,Irvine,California,US,PeeringDB,2024-05-23
Evoque Data Center Solutions,Evoque_ATL1 - Lithia Springs,33.830013854,-84.3999493833,Atlanta,Georgia,US,PeeringDB,2024-05-23
Evoque Data Center Solutions,Evoque_CH1 - Lisle,41.7653951203,-88.2999955665,Aurora,Illinois,US,PeeringDB,2024-05-23
Evoque Data Center Solutions,Evoque_BO1 - Watertown,42.3299601431,-71.0700136736,Boston,Massachusetts,US,PeeringDB,2024-05-23
